Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,Day,Month,Year,Anomaly
2017-04-22 09:06:19,Saving Bank account 1,Transportation,Train,Place 0 to Vikhroli return,103.5,Expense,PKR,22,4,2017,No
2017-04-23 23:52:40,Saving Bank account 1,Food,vegetables,Ladyfinger pav kg,51.75,Expense,PKR,23,4,2017,No
2017-04-23 23:52:40,Saving Bank account 1,Food,snacks,2 Veg puff,138.0,Expense,PKR,23,4,2017,No
2017-04-24 23:51:40,Saving Bank account 1,Other,,Family's Wristwatch repair,586.5,Expense,PKR,24,4,2017,No
2017-04-25 09:20:48,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,25,4,2017,No
2017-04-25 09:21:02,Cash,Transportation,auto,2 Current Residence to Place 0,103.5,Expense,PKR,25,4,2017,No
2017-04-25 09:21:21,Cash,Transportation,Train,2 Place 0 to Place 6 return,69.0,Expense,PKR,25,4,2017,No
2017-04-25 09:21:54,Cash,Transportation,auto,Place 6 station to college,34.5,Expense,PKR,25,4,2017,No
2017-04-25 10:30:36,Saving Bank account 1,Food,snacks,2 kachori,82.80000000000001,Expense,PKR,25,4,2017,No
2017-04-26 11:25:09,Saving Bank account 1,Gift,,farewell contribution,1328.25,Expense,PKR,26,4,2017,No
2017-04-27 09:35:41,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,27,4,2017,No
2017-04-28 11:17:49,Saving Bank account 1,subscription,Netflix,1 month subscription,514.0500000000001,Expense,PKR,28,4,2017,No
2017-04-28 11:17:49,Saving Bank account 1,Food,Ice cream,Cup of butterscotch (20) + chocobar (10),103.5,Expense,PKR,28,4,2017,No
2017-04-30 08:31:52,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,30,4,2017,No
2017-04-30 08:32:12,Saving Bank account 1,Food,Grocery,Chota bread,58.650000000000006,Expense,PKR,30,4,2017,No
2017-04-30 19:53:16,Cash,Food,snacks,2 Pani Puri+ 1 samosa chat,379.5,Expense,PKR,30,4,2017,No
2017-04-30 21:02:52,Saving Bank account 1,Food,Dinner,Chicken lollypop 8 pcs,762.45,Expense,PKR,30,4,2017,No
2017-04-30 21:03:30,Cash,Food,fruits,6 bananas,86.25,Expense,PKR,30,4,2017,No
2017-04-30 21:03:55,Cash,Transportation,auto,2 Place 0 to Current Residence,103.5,Expense,PKR,30,4,2017,No
2017-04-30 21:08:58,Saving Bank account 1,Salary,,From workplace ,196501.65,Income,PKR,30,4,2017,No
2017-04-30 23:04:01,Saving Bank account 1,Food,Ice cream,chocobar,34.5,Expense,PKR,30,4,2017,No
2017-05-13 10:43:17,Saving Bank account 1,Food,breakfast,Medu vada 1 plate,120.75,Expense,PKR,13,5,2017,No
2017-05-13 10:43:50,Cash,Food,Tea,,17.25,Expense,PKR,13,5,2017,No
2017-05-13 18:02:10,Saving Bank account 1,Food,Lunch,4 chapati,69.0,Expense,PKR,13,5,2017,No
2017-05-13 18:02:21,Cash,Food,Tea,,34.5,Expense,PKR,13,5,2017,No
2017-05-13 20:51:02,Saving Bank account 1,Food,Dinner,Non veg overloaded pizza,834.9000000000001,Expense,PKR,13,5,2017,No
2017-05-14 14:21:59,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,834.9000000000001,Expense,PKR,14,5,2017,No
2017-05-14 20:06:03,Saving Bank account 1,Household,Kirana,Shev bhaji sev,172.5,Expense,PKR,14,5,2017,No
2017-05-15 19:28:22,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,120.75,Expense,PKR,15,5,2017,No
2017-05-15 19:28:42,Cash,Food,Dinner,Veg cheese grill sandwich,345.0,Expense,PKR,15,5,2017,No
2017-05-15 20:42:20,Saving Bank account 1,subscription,Newspaper,March 210 + April 170,1311.0,Expense,PKR,15,5,2017,No
2017-05-16 13:11:02,Cash,Food,Tea,,17.25,Expense,PKR,16,5,2017,No
2017-05-16 13:22:48,Saving Bank account 1,Food,Lunch,Non veg combo meal,807.3000000000001,Expense,PKR,16,5,2017,No
2017-05-16 14:39:07,Saving Bank account 1,Beauty,grooming,Razor Blade,852.1500000000001,Expense,PKR,16,5,2017,No
2017-05-16 19:10:09,Cash,Food,Tea,,34.5,Expense,PKR,16,5,2017,No
2017-05-17 10:27:35,Cash,Food,Tea,,34.5,Expense,PKR,17,5,2017,No
2017-05-17 14:12:16,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + Manchurian dry 100,724.5,Expense,PKR,17,5,2017,No
2017-05-17 14:12:16,Saving Bank account 1,Food,Ice cream,Vanila family pack,341.55,Expense,PKR,17,5,2017,No
2017-05-17 14:12:16,Cash,Food,Tea,,17.25,Expense,PKR,17,5,2017,No
2017-05-18 11:06:06,Cash,Food,Tea,,34.5,Expense,PKR,18,5,2017,No
2017-05-18 11:06:19,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,18,5,2017,No
2017-05-18 11:06:30,Cash,Beauty,grooming,Shaving,172.5,Expense,PKR,18,5,2017,No
2017-05-18 11:06:52,Saving Bank account 1,Food,breakfast,Poha,86.25,Expense,PKR,18,5,2017,No
2017-05-18 16:11:08,Saving Bank account 1,Food,Lunch,Bhai poli,155.25,Expense,PKR,18,5,2017,No
2017-05-18 16:11:26,Saving Bank account 1,Food,vegetables,,207.0,Expense,PKR,18,5,2017,No
2017-05-18 16:11:48,Saving Bank account 1,Food,Dinner,pav bhaji + 5 pav extra,755.5500000000001,Expense,PKR,18,5,2017,No
2017-05-18 16:11:48,Cash,Food,Tea,,34.5,Expense,PKR,18,5,2017,No
2017-05-21 09:40:52,Cash,Transportation,auto,Decathlon to station,69.0,Expense,PKR,21,5,2017,No
2017-05-21 15:26:54,Cash,Food,flour mill,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),82.80000000000001,Expense,PKR,21,5,2017,No
2017-05-21 15:33:51,Cash,Transportation,auto,2 Current Residence to Place 0,103.5,Expense,PKR,21,5,2017,No
2017-05-21 15:34:55,Cash,Transportation,Train,2 Place 0 to Place 4 return,103.5,Expense,PKR,21,5,2017,No
2017-05-22 09:44:08,Saving Bank account 1,Food,beverage,sugarcane juice,51.75,Expense,PKR,22,5,2017,No
2017-05-22 09:55:12,Saving Bank account 1,Food,beverage,Coke 750ml,138.0,Expense,PKR,22,5,2017,No
2017-05-22 17:29:38,Saving Bank account 1,Household,Appliances,3 pin Holder,172.5,Expense,PKR,22,5,2017,No
2017-05-22 17:30:12,Saving Bank account 1,Food,flour mill,M D sure 2kg atta,303.6,Expense,PKR,22,5,2017,No
2017-05-23 22:08:10,Saving Bank account 1,Education,Stationary,White board pen 25 + duster 50,258.75,Expense,PKR,23,5,2017,No
2017-05-23 22:09:27,Cash,Household,Kirana,Rasna orange,158.70000000000002,Expense,PKR,23,5,2017,No
2017-05-23 22:10:00,Saving Bank account 1,Food,snacks,Gupta bhel,86.25,Expense,PKR,23,5,2017,No
2017-05-24 08:46:32,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,24,5,2017,No
2017-05-24 08:46:43,Cash,Transportation,Train,Place 0 to Vikhroli return,103.5,Expense,PKR,24,5,2017,No
2017-05-24 08:46:43,Cash,Food,snacks,Samosa pav @ kurla,51.75,Expense,PKR,24,5,2017,No
2017-05-24 08:46:43,Saving Bank account 1,subscription,Cable TV,,900.45,Expense,PKR,24,5,2017,No
2017-05-25 08:47:34,Cash,Food,snacks,Ragda Puri,103.5,Expense,PKR,25,5,2017,No
2017-05-25 08:47:34,Cash,Transportation,Train,Place 0 to Vikhroli single,51.75,Expense,PKR,25,5,2017,No
2017-05-27 13:21:01,Saving Bank account 1,Food,vegetables,Pav kg tomato,69.0,Expense,PKR,27,5,2017,No
2017-05-27 13:21:21,Saving Bank account 1,Education,Stationary,Print outs+ Xerox,69.0,Expense,PKR,27,5,2017,No
2017-05-27 18:20:47,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,27,5,2017,No
2017-05-28 19:16:01,Saving Bank account 1,Food,breakfast,Medu vada 1 plate + dal vada 1,241.5,Expense,PKR,28,5,2017,No
2017-05-28 19:27:36,Saving Bank account 1,Food,vegetables,,207.0,Expense,PKR,28,5,2017,No
2017-05-28 19:27:51,Cash,Food,Grocery,,103.5,Expense,PKR,28,5,2017,No
2017-05-28 19:39:11,Saving Bank account 1,Food,Grocery,Mango 1 kg,483.0,Expense,PKR,28,5,2017,No
2017-05-28 19:39:31,Cash,Food,vegetables,,155.25,Expense,PKR,28,5,2017,No
2017-05-28 20:47:18,Saving Bank account 1,Food,snacks,2 kachori,82.80000000000001,Expense,PKR,28,5,2017,No
2017-05-28 20:47:33,Saving Bank account 1,Household,Kirana,,3436.2000000000003,Expense,PKR,28,5,2017,No
2017-05-29 09:25:48,Cash,Education,Stationary,Xerox,103.5,Expense,PKR,29,5,2017,No
2017-05-29 09:25:48,Saving Bank account 1,Food,Grocery,Half kg potato + half kg banana,120.75,Expense,PKR,29,5,2017,No
2017-05-29 09:25:48,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,29,5,2017,No
2017-05-30 09:41:14,Cash,Transportation,auto,2 Current Residence to Place 0,103.5,Expense,PKR,30,5,2017,No
2017-05-30 09:41:31,Cash,Transportation,Train,2 Place 0 to Place P return,276.0,Expense,PKR,30,5,2017,No
2017-05-30 11:35:31,Saving Bank account 1,Food,Tea,2 tea,117.3,Expense,PKR,30,5,2017,No
2017-05-30 17:02:53,Cash,Household,Kitchen,Crockery,948.75,Expense,PKR,30,5,2017,No
2017-05-30 17:04:07,Cash,Food,Lunch,2 veg Frankie,414.0,Expense,PKR,30,5,2017,No
2017-05-30 17:04:28,Cash,Food,beverage,Slice + Pepsi,138.0,Expense,PKR,30,5,2017,No
2017-05-30 19:57:58,Saving Bank account 1,Food,Dinner,5 chapati,86.25,Expense,PKR,30,5,2017,No
2017-05-30 19:57:58,Cash,Transportation,auto,2 Place 0 to Current Residence,103.5,Expense,PKR,30,5,2017,No
2017-05-31 10:25:17,Saving Bank account 1,Salary,,From workplace ,196546.5,Income,PKR,31,5,2017,No
2017-05-31 20:47:17,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,2259.75,Expense,PKR,31,5,2017,No
2017-06-13 20:06:49,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,13,6,2017,No
2017-06-15 19:01:47,Saving Bank account 1,Other,,Courier,172.5,Expense,PKR,15,6,2017,No
2017-06-15 19:01:47,Saving Bank account 1,Education,Stationary,Print outs 3 + Xerox 16 + envelope 10,100.05,Expense,PKR,15,6,2017,No
2017-06-16 19:03:15,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,16,6,2017,No
2017-06-16 23:18:37,Saving Bank account 1,Gift,,Jeff kellar's winning attitude,472.65,Expense,PKR,16,6,2017,No
2017-06-17 10:25:13,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,17,6,2017,No
2017-06-18 20:01:09,Cash,Transportation,Bus,Kala circle to H,51.75,Expense,PKR,18,6,2017,No
2017-06-18 20:01:48,Cash,Transportation,Bus,H to kala circle,41.400000000000006,Expense,PKR,18,6,2017,No
2017-06-19 10:19:14,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,19,6,2017,No
2017-06-19 10:19:33,Saving Bank account 1,Food,breakfast,Bread,62.1,Expense,PKR,19,6,2017,No
2017-06-19 10:19:53,Cash,Food,flour mill,M D sure 3kg atta,486.4500000000001,Expense,PKR,19,6,2017,No
2017-06-19 10:19:53,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,207.0,Expense,PKR,19,6,2017,No
2017-06-19 10:19:53,Saving Bank account 1,Food,Grocery,Amul malai paneer pav kg,276.0,Expense,PKR,19,6,2017,No
2017-06-20 21:08:28,Saving Bank account 1,Gift,,Cupcake mould,862.5,Expense,PKR,20,6,2017,No
2017-06-22 23:02:07,Cash,Transportation,auto,2 Current Residence to Place 0,103.5,Expense,PKR,22,6,2017,No
2017-06-22 23:03:08,Cash,Transportation,train,2 Place 0 to WS returns,69.0,Expense,PKR,22,6,2017,No
2017-06-22 23:04:54,Saving Bank account 1,Food,Eating out,Taco Bell veg combo,900.45,Expense,PKR,22,6,2017,No
2017-06-22 23:05:45,Saving Bank account 1,Gift,,Forrest essential after shave,5502.75,Expense,PKR,22,6,2017,No
2017-06-22 23:26:41,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,22,6,2017,No
2017-06-23 09:52:10,Saving Bank account 1,Food,Grocery,Shengdane pav kg,120.75,Expense,PKR,23,6,2017,No
2017-06-23 09:52:10,Saving Bank account 1,Other,,Credit Card fee,2035.5,Expense,PKR,23,6,2017,No
2017-06-24 09:11:16,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,24,6,2017,No
2017-06-25 13:38:59,Cash,Transportation,Train,Place 0 to WS return,34.5,Expense,PKR,25,6,2017,No
2017-06-26 11:38:08,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,26,6,2017,No
2017-06-26 11:38:23,Saving Bank account 1,Food,Grocery,Dahi 2 packets,69.0,Expense,PKR,26,6,2017,No
2017-06-26 11:38:42,Saving Bank account 1,Food,snacks,2 kachori,82.80000000000001,Expense,PKR,26,6,2017,No
2017-06-27 09:32:15,Cash,Health,Medicine,Cough-sills 4 pcs,41.400000000000006,Expense,PKR,27,6,2017,No
2017-06-27 10:00:50,Saving Bank account 1,Fixed Deposit,,New FD opened for 3 years,690000.0,Transfer-Out,PKR,27,6,2017,Yes
2017-06-27 10:04:24,Saving Bank account 1,Recurring Deposit,,New RD opened for 3 years,3450.0,Transfer-Out,PKR,27,6,2017,No
2017-06-28 09:18:53,Cash,maid,,House Cleaning + washing utensils,6900.0,Expense,PKR,28,6,2017,No
2017-06-28 09:41:39,Saving Bank account 1,Family,Pocket money,,5175.0,Expense,PKR,28,6,2017,No
2017-06-28 10:19:28,Saving Bank account 1,Food,Grocery,5rs mirchi + crack-jack,51.75,Expense,PKR,28,6,2017,No
2017-06-28 13:34:41,Saving Bank account 1,Food,Lunch,Chicken lollypop 4 pcs,643.4250000000001,Expense,PKR,28,6,2017,No
2017-06-28 22:50:55,Cash,Transportation,auto,2 Current Residence to Place 0,103.5,Expense,PKR,28,6,2017,No
2017-06-28 22:51:12,Cash,Transportation,Train,2 Place 0 to tilaknagar single side,103.5,Expense,PKR,28,6,2017,No
2017-06-29 07:48:30,Cash,Transportation,auto,Place 2 station to hospital 2 seat,172.5,Expense,PKR,29,6,2017,No
2017-06-29 19:49:10,Saving Bank account 1,Beauty,grooming,Shaving,207.0,Expense,PKR,29,6,2017,No
2017-06-30 07:57:06,Saving Bank account 1,Interest,,interest paid,3001.5,Income,PKR,30,6,2017,No
2017-06-30 07:57:44,Saving Bank account 1,Salary,,From workplace ,196501.65,Income,PKR,30,6,2017,No
2017-06-30 08:43:56,Saving Bank account 1,Gift,,Forrest essential perfume,16560.0,Expense,PKR,30,6,2017,No
2017-07-14 20:01:33,Saving Bank account 1,Food,Ice cream,chocobar,51.75,Expense,PKR,14,7,2017,No
2017-07-15 13:07:28,Saving Bank account 1,Food,Milk,Half lit  milk,110.4,Expense,PKR,15,7,2017,No
2017-07-15 19:01:54,Saving Bank account 1,Food,snacks,Gupta bhel,86.25,Expense,PKR,15,7,2017,No
2017-07-17 12:58:38,Saving Bank account 1,Transportation,Train,2 Place 0 to TB returns,138.0,Expense,PKR,17,7,2017,No
2017-07-17 16:21:41,Credit Card,Food,Lunch,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),1863.0,Expense,PKR,17,7,2017,No
2017-07-17 16:53:08,Saving Bank account 1,Food,beverage,Lemon tea,207.0,Expense,PKR,17,7,2017,No
2017-07-17 22:16:02,Saving Bank account 1,Apparel,Laundry,9 clothes ironing,217.35,Expense,PKR,17,7,2017,No
2017-07-17 22:16:39,Cash,Transportation,auto,2 Place 0 to Current Residence,103.5,Expense,PKR,17,7,2017,No
2017-07-18 20:55:35,Cash,Food,Grocery,onion 2.5 kg,189.75,Expense,PKR,18,7,2017,No
2017-07-18 20:58:13,Cash,Other,,Hari oil depo coupon,86.25,Income,PKR,18,7,2017,No
2017-07-18 20:58:55,Saving Bank account 1,Household,Hardware,Umbrella,1863.0,Expense,PKR,18,7,2017,No
2017-07-18 20:59:33,Saving Bank account 1,Household,Hardware,Pakad,828.0,Expense,PKR,18,7,2017,No
2017-07-18 21:00:34,Saving Bank account 1,Food,Grocery,potato 1kg,120.75,Expense,PKR,18,7,2017,No
2017-07-18 21:02:27,Cash,Food,flour mill,Gehu 3 kg Rs21 + bajari 1kg Rs 7 + dal 1.5 kg Rs15,148.35,Expense,PKR,18,7,2017,No
2017-07-18 21:44:29,Saving Bank account 1,Food,Water,5 litres can,241.5,Expense,PKR,18,7,2017,No
2017-07-18 21:44:59,Saving Bank account 1,Food,beverage,Thumbs up 250ml,69.0,Expense,PKR,18,7,2017,No
2017-07-19 08:44:20,Saving Bank account 1,Food,Milk,Half lit  milk,110.4,Expense,PKR,19,7,2017,No
2017-07-19 08:44:38,Saving Bank account 1,Food,Eggs,4 eggs,75.9,Expense,PKR,19,7,2017,No
2017-07-20 12:03:16,Saving Bank account 1,Food,Milk,Half lit  milk,110.4,Expense,PKR,20,7,2017,No
2017-07-20 15:14:48,Credit Card,subscription,Mobile Service Provider,Annual recharge,8780.25,Expense,PKR,20,7,2017,No
2017-07-20 19:31:37,Cash,Food,snacks,Puri packet of 50 pcs,172.5,Expense,PKR,20,7,2017,No
2017-07-20 19:32:11,Saving Bank account 1,Food,Grocery,,303.6,Expense,PKR,20,7,2017,No
2017-07-21 08:46:09,Saving Bank account 1,Food,Milk,Half lit  milk,113.85,Expense,PKR,21,7,2017,No
2017-07-21 13:16:01,Saving Bank account 1,Other,,CA  - income tax filing,3450.0,Expense,PKR,21,7,2017,No
2017-07-21 13:36:14,Saving Bank account 1,Equity Mutual Fund C,,,3450.0,Transfer-Out,PKR,21,7,2017,No
2017-07-22 14:55:35,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,22,7,2017,No
2017-07-23 12:30:28,Saving Bank account 1,Food,Grocery,Amul butter,179.4,Expense,PKR,23,7,2017,No
2017-07-23 15:57:31,Saving Bank account 1,Household,Appliances,Tata sky STB (1299)+ 1 month recharge (226)+ extra wire 45meters(540),7124.25,Expense,PKR,23,7,2017,No
2017-07-23 16:02:41,Cash,Household,Appliances,For tata sky installation (100 rs given by Family ),690.0,Expense,PKR,23,7,2017,No
2017-07-24 10:03:43,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,24,7,2017,No
2017-07-24 10:04:20,Saving Bank account 1,Food,Eggs,4 eggs,75.9,Expense,PKR,24,7,2017,No
2017-07-24 21:52:22,Credit Card,Food,snacks,Garlic bread + periperi masala fries,855.6,Expense,PKR,24,7,2017,No
2017-07-25 19:31:06,Saving Bank account 1,Tourism,Trip,Tours and Travel,69000.0,Expense,PKR,25,7,2017,Yes
2017-07-26 19:31:06,Saving Bank account 1,Tax refund,,,66757.5,Income,PKR,26,7,2017,Yes
2017-07-27 05:39:02,Recurring Deposit,Maturity amount,,RD1 matured,139124.7,Income,PKR,27,7,2017,Yes
2017-07-27 05:40:08,Recurring Deposit,Maturity amount,,RD2 matured,139124.7,Income,PKR,27,7,2017,Yes
2017-07-27 06:05:30,Cash,Household,Appliances,Distilled water refill Inverter (Rs.100 given by Family),690.0,Expense,PKR,27,7,2017,No
2017-07-27 20:05:23,Credit Card,Food,Lunch,Chicken lollypop 4 pcs,700.35,Expense,PKR,27,7,2017,No
2017-07-27 20:33:23,Credit Card,Food,Dinner,Non veg overloaded pizza,741.75,Expense,PKR,27,7,2017,No
2017-07-28 11:30:45,Cash,Transportation,auto,2 Current Residence to Place 0,103.5,Expense,PKR,28,7,2017,No
2017-07-28 11:31:02,Cash,Transportation,Train,2 Place 0 to Place 6 return,69.0,Expense,PKR,28,7,2017,No
2017-07-28 11:31:24,Credit Card,Health,Hospital,Hospital consultation,10522.5,Expense,PKR,28,7,2017,No
2017-07-28 15:25:34,Credit Card,Health,Medicine,Hospital consultation,576.15,Expense,PKR,28,7,2017,No
2017-07-28 16:20:14,Cash,Transportation,auto,2 Place 0 to Current Residence,103.5,Expense,PKR,28,7,2017,No
2017-07-29 09:48:55,Saving Bank account 1,Transportation,auto,ola auto - Current Residence to hospital Place 6,334.65000000000003,Expense,PKR,29,7,2017,No
2017-07-29 13:30:49,Credit Card,Health,Medicine,Hospital consultation,1918.2,Expense,PKR,29,7,2017,No
2017-07-29 13:30:49,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,29,7,2017,No
2017-07-30 07:48:51,Saving Bank account 1,Salary,,From workplace ,212444.1,Income,PKR,30,7,2017,No
2017-07-30 14:19:42,Cash,Transportation,Train,Place 0 to Place 4 return,69.0,Expense,PKR,30,7,2017,No
2017-07-30 14:20:18,Cash,Food,snacks,Chicken roll kasha,345.0,Expense,PKR,30,7,2017,No
2017-07-30 15:36:42,Saving Bank account 1,Household,Appliances,Laptop repair ( 128gb SSD rs 2200+ 500gb HDD Rs.1800 + Msoffice+ windows),10350.0,Expense,PKR,30,7,2017,No
2017-07-30 15:38:49,Cash,Household,Appliances,Laptop repair,3450.0,Expense,PKR,30,7,2017,No
2017-07-30 21:33:27,Saving Bank account 1,Transportation,Travels,2 Neeta travels : Place A to pune,3087.75,Expense,PKR,30,7,2017,No
2017-07-30 21:33:27,Cash,Food,Grocery,Dahi 2 packets,69.0,Expense,PKR,30,7,2017,No
2017-07-30 21:33:27,Saving Bank account 1,Gpay Reward,,,20.700000000000003,Income,PKR,30,7,2017,No
2017-07-31 09:51:59,Saving Bank account 1,Food,Eggs,4 eggs,75.9,Expense,PKR,31,7,2017,No
2017-07-31 12:12:39,Cash,Transportation,auto,ola auto - Current Residence to McD,224.25,Expense,PKR,31,7,2017,No
2017-07-31 21:14:52,Saving Bank account 1,Food,Dinner,Catering Service:Chicken masala (90)+2 chapati (10),345.0,Expense,PKR,31,7,2017,No
2017-08-14 11:44:04,Credit Card,Household,Kirana,Biscuits+ onions,386.4,Expense,PKR,14,8,2017,No
2017-08-14 20:03:33,Credit Card,Household,Appliances,Steam machine,1104.0,Expense,PKR,14,8,2017,No
2017-08-15 12:51:45,Saving Bank account 1,Food,Milk,1.5 lit milk ,341.55,Expense,PKR,15,8,2017,No
2017-08-15 19:36:01,Credit Card,Household,Appliances,Wifi Router TP link,4830.0,Expense,PKR,15,8,2017,No
2017-08-17 19:36:33,Cash,Food,snacks,2 Bhaji pav + 1 vadapav,155.25,Expense,PKR,17,8,2017,No
2017-08-17 19:38:57,Cash,Household,Kirana,Sugar 1kg Rs.55 + shengdana Rs.33,303.6,Expense,PKR,17,8,2017,No
2017-08-17 23:22:21,Cash,maid,,,3519.0,Expense,PKR,17,8,2017,No
2017-08-18 15:33:07,Cash,Family,Pocket money,,345.0,Expense,PKR,18,8,2017,No
2017-08-19 11:48:49,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,748.6500000000001,Expense,PKR,19,8,2017,No
2017-08-19 11:49:24,Cash,Household,Kirana,Dettol sanitizer,155.25,Expense,PKR,19,8,2017,No
2017-08-19 11:49:46,Cash,Household,Kirana,Colgate max fresh small,69.0,Expense,PKR,19,8,2017,No
2017-08-19 11:50:16,Cash,Household,Appliances,2 locks for bags,207.0,Expense,PKR,19,8,2017,No
2017-08-20 00:07:49,Credit Card,Household,Furniture,Foldable wardrobe,1963.05,Expense,PKR,20,8,2017,No
2017-08-20 00:08:12,Credit Card,Other,,Mobile cover moto G5 plus,824.5500000000001,Expense,PKR,20,8,2017,No
2017-08-20 09:37:13,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,165.60000000000002,Expense,PKR,20,8,2017,No
2017-08-20 20:57:08,Cash,Transportation,auto,2 Current Residence to Place 0,103.5,Expense,PKR,20,8,2017,No
2017-08-20 20:57:31,Cash,Transportation,Train,2 Place 0 to dadar return,207.0,Expense,PKR,20,8,2017,No
2017-08-20 20:58:05,Cash,Transportation,Taxi,Dadar West to siddhivinayak,86.25,Expense,PKR,20,8,2017,No
2017-08-20 20:58:50,Saving Bank account 1,Transportation,Taxi,Ola cab - siddhivinayak to BKC,1245.45,Expense,PKR,20,8,2017,No
2017-08-20 20:59:43,Cash,Transportation,auto,BKC to kurla station,207.0,Expense,PKR,20,8,2017,No
2017-08-20 21:00:13,Credit Card,Food,Lunch,280 chicken dum biryani+ 200 paneer tikka laziz + GST,1738.8000000000002,Expense,PKR,20,8,2017,No
2017-08-20 21:01:24,Credit Card,Food,Ice cream,Baskin Robbins,572.7,Expense,PKR,20,8,2017,No
2017-08-21 11:52:41,Saving Bank account 1,Education,Stationary,15 fevistick + 12 xerox2 & print2,93.15,Expense,PKR,21,8,2017,No
2017-08-21 11:58:05,Saving Bank account 1,Beauty,Accessories,Lens cleaner,276.0,Expense,PKR,21,8,2017,No
2017-08-21 11:59:10,Saving Bank account 1,Food,Grocery,1.5 kg onions,113.85,Expense,PKR,21,8,2017,No
2017-08-21 18:02:12,Saving Bank account 1,Beauty,grooming,Shaving,172.5,Expense,PKR,21,8,2017,No
2017-08-21 18:02:58,Saving Bank account 1,Household,Appliances,Selfie stick Bluetooth tripod,966.0,Expense,PKR,21,8,2017,No
2017-08-22 16:11:00,Cash,Family,Pocket money,,17250.0,Expense,PKR,22,8,2017,No
2017-08-22 16:11:00,Cash,Household,Kitchen,Mahanagar Gas connection installation,1035.0,Expense,PKR,22,8,2017,No
2017-08-23 14:07:44,Cash,Transportation,Taxi,Ola cab - Current Residence to Domestic airport T1,2932.5,Expense,PKR,23,8,2017,No
2017-08-23 14:08:23,Cash,Food,Lunch,180 Chicken Sandwich + 120 vada pav & Samosa,1035.0,Expense,PKR,23,8,2017,No
2017-08-24 16:09:05,Credit Card,Apparel,Clothing,Jaipuri handprinted Maharani Saree (1850 Two pcs + 1500 1 pc),17940.0,Expense,PKR,24,8,2017,No
2017-08-24 16:09:59,Credit Card,Household,home decor,2 Bedsheets (1500 each),10350.0,Expense,PKR,24,8,2017,No
2017-08-24 22:31:56,Credit Card,Food,Eating out,roof top lounge  (200 french fries + 100 masala tea)+15 GST + 10 Tip,1121.25,Expense,PKR,24,8,2017,No
2017-08-24 22:31:56,Cash,Transportation,auto,Auto : Mahal to hotel,138.0,Expense,PKR,24,8,2017,No
2017-08-25 05:51:28,Cash,Health,Medicine,strepsils 13 pills,134.55,Expense,PKR,25,8,2017,No
2017-08-26 07:46:28,Saving Bank account 1,Maturity amount,,FD matured,213051.3,Income,PKR,26,8,2017,No
2017-08-26 22:17:11,Cash,Food,breakfast,Parle G chota pack,17.25,Expense,PKR,26,8,2017,No
2017-08-27 04:44:32,Cash,Transportation,auto,market to resort,690.0,Expense,PKR,27,8,2017,No
2017-08-27 04:44:32,Cash,Health,Medicine,Vicks inhaler,203.55,Expense,PKR,27,8,2017,No
2017-08-27 04:44:32,Cash,Tourism,Trip,Misc expense,345.0,Expense,PKR,27,8,2017,No
2017-08-28 12:06:47,Cash,Food,snacks,2 chips packets,69.0,Expense,PKR,28,8,2017,No
2017-08-28 12:06:47,Cash,Tourism,Trip,Misc expense,690.0,Expense,PKR,28,8,2017,No
2017-08-29 12:03:54,Cash,Transportation,Taxi,Ola cab - Domestic airport T1 to Current Residence,2208.0,Expense,PKR,29,8,2017,No
2017-08-30 18:55:32,Saving Bank account 1,Salary,,From workplace ,212444.1,Income,PKR,30,8,2017,No
